method,chunk_number,chunk_text,is_complete,total_chunks
ast,51,"def test_make_response_with_response_instance(app, req_ctx):     rv = flask.make_response(flask.json",no,91
ast,52,"def test_jsonify_no_prettyprint(app, compact):     app.json.compact = compact     rv = app.json.resp",no,91
ast,53,"def test_jsonify_mimetype(app, req_ctx):     app.json.mimetype = ""application/vnd.api+json""     msg ",no,91
ast,54,"def test_json_dump_dataclass(app, req_ctx):     from dataclasses import make_dataclass      Data = m",no,91
ast,55,"def test_jsonify_args_and_kwargs_check(app, req_ctx):     with pytest.raises(TypeError) as e:       ",yes,91
ast,56,"def test_url_generation(app, req_ctx):     @app.route(""/hello/<name>"", methods=[""POST""])     def hel",no,91
ast,57,"def test_build_error_handler(app):     # Test base case, a URL which results in a BuildError.     wi",yes,91
ast,58,def test_build_error_handler_reraise(app):     # Test a custom handler which reraises the BuildError,no,91
ast,59,def test_url_for_passes_special_values_to_build_error_handler(app):     @app.url_build_error_handler,yes,91
ast,60,"def test_static_files(app, client):     with client.get(""/static/index.html"") as rv:         assert ",no,91
ast,61,"def test_static_url_path():     app = flask.Flask(__name__, static_url_path=""/foo"")     app.testing ",no,91
ast,62,"def test_static_url_path_with_ending_slash():     app = flask.Flask(__name__, static_url_path=""/foo/",no,91
ast,63,"def test_static_url_empty_path(app):     app = flask.Flask(__name__, static_folder="""", static_url_pa",no,91
ast,64,"def test_static_url_empty_path_default(app):     app = flask.Flask(__name__, static_folder="""")      ",no,91
ast,65,def test_static_folder_with_pathlib_path(app):     from pathlib import Path      app = flask.Flask(_,no,91
ast,66,"def test_static_folder_with_ending_slash():     app = flask.Flask(__name__, static_folder=""static/"")",yes,91
ast,67,"def test_static_route_with_host_matching():     app = flask.Flask(__name__, host_matching=True, stat",no,91
ast,68,"def test_request_locals():     assert repr(flask.g) == ""<LocalProxy unbound>""     assert not flask.g",no,91
ast,69,"def test_server_name_matching(     subdomain_matching: bool,     host_matching: bool,     expect_sub",yes,91
ast,70,"def test_server_name_subdomain():     app = flask.Flask(__name__, subdomain_matching=True)     clien",yes,91
ast,71,"def test_exception_propagation(app, client, key):     app.testing = False      @app.route(""/"")     d",no,91
ast,72,"def test_werkzeug_passthrough_errors(     monkeypatch, debug, use_debugger, use_reloader, propagate_",no,91
ast,73,"def test_url_processors(app, client):     @app.url_defaults     def add_language_code(endpoint, valu",yes,91
ast,74,"def test_inject_blueprint_url_defaults(app):     bp = flask.Blueprint(""foo"", __name__, template_fold",no,91
ast,75,"def test_nonascii_pathinfo(app, client):     @app.route(""/киртест"")     def index():         return ",yes,91
ast,76,"def test_no_setup_after_first_request(app, client):     app.debug = True      @app.route(""/"")     de",yes,91
ast,77,"def test_routing_redirect_debugging(monkeypatch, app, client):     app.config[""DEBUG""] = True      @",yes,91
ast,78,"def test_route_decorator_custom_endpoint(app, client):     app.debug = True      @app.route(""/foo/"")",yes,91
ast,79,"def test_get_method_on_g(app_ctx):     assert flask.g.get(""x"") is None     assert flask.g.get(""x"", 1",yes,91
ast,80,"def test_g_iteration_protocol(app_ctx):     flask.g.foo = 23     flask.g.bar = 42     assert ""foo"" i",yes,91
ast,81,"def test_subdomain_basic_support():     app = flask.Flask(__name__, subdomain_matching=True)     app",yes,91
ast,82,"def test_subdomain_matching():     app = flask.Flask(__name__, subdomain_matching=True)     client =",yes,91
ast,83,"def test_subdomain_matching_with_ports():     app = flask.Flask(__name__, subdomain_matching=True)  ",yes,91
ast,84,"def test_subdomain_matching_other_name(matching):     app = flask.Flask(__name__, subdomain_matching",yes,91
ast,85,"def test_multi_route_rules(app, client):     @app.route(""/"")     @app.route(""/<test>/"")     def inde",yes,91
ast,86,"def test_multi_route_class_views(app, client):     class View:         def __init__(self, app):     ",yes,91
ast,87,"def test_run_defaults(monkeypatch, app):     rv = {}      # Mocks werkzeug.serving.run_simple method",no,91
ast,88,"def test_run_server_port(monkeypatch, app):     rv = {}      # Mocks werkzeug.serving.run_simple met",no,91
ast,89,"def test_run_from_config(     monkeypatch, host, port, server_name, expect_host, expect_port, app ):",no,91
ast,90,"def test_max_cookie_size(app, client, recwarn):     app.config[""MAX_COOKIE_SIZE""] = 100      # outsi",yes,91
ast,91,def test_app_freed_on_zero_refcount():     # A Flask instance should not create a reference cycle th,no,91
naive,1,import pytest from jinja2 import TemplateNotFound from werkzeug.http import parse_cache_control_head,no,90
naive,2,"rhandler(403)     def frontend_forbidden(e):         return ""frontend says no"", 403      @frontend.r",yes,90
naive,3,"      @sideend.route(""/what-is-a-sideend"")     def sideend_no():         flask.abort(403)      app.r",yes,90
naive,4,"b""frontend says no""     assert client.get(""/backend-no"").data == b""backend says no""     assert clien",no,90
naive,5,"e = flask.Blueprint(""blue"", __name__)      @blue.errorhandler(MyDecoratorException)     def my_decor",yes,90
naive,6,"unctionException, my_function_exception_handler)      @blue.route(""/decorator"")     def blue_deco_te",no,90
naive,7,"tion"").data == b""bam""   def test_blueprint_app_error_handling(app, client):     errors = flask.Bluep",yes,90
naive,8,"rbidden_bp"", __name__)      @forbidden_bp.route(""/nope"")     def bp_forbidden():         flask.abort",no,90
naive,9,"x"", ""rule"", ""url""),     (         ("""", ""/"", ""/""),         (""/"", """", ""/""),         (""/"", ""/"", ""/""),  ",no,90
naive,10,"    (""/foo//"", ""/bar"", ""/foo/bar""),     ), ) def test_blueprint_prefix_slash(app, client, prefix, ru",yes,90
naive,11,"client):     bp = flask.Blueprint(""test"", __name__)      @bp.route(""/foo"", defaults={""baz"": 42})    ",yes,90
naive,12,"2"", url_defaults={""bar"": 19})      assert client.get(""/1/foo"").data == b""23/42""     assert client.ge",no,90
naive,13,"@bp.url_defaults     def add_language_code(endpoint, values):         values.setdefault(""lang_code"",",yes,90
naive,14," def about():         return flask.url_for("".index"")      app.register_blueprint(bp)      assert cli",yes,90
naive,15,"lo from the Frontend""     rv = client.get(""/admin/"")     assert rv.data == b""Hello from the Admin""  ",yes,90
naive,16,"assert rv.data.strip() == b""/* nested file */""      # try/finally, in case other tests use this app ",yes,90
naive,17,"[""SEND_FILE_MAX_AGE_DEFAULT""] = expected_max_age          with client.get(""/admin/static/css/test.cs",yes,90
naive,18,"         assert (             flask.url_for(""admin.static"", filename=""test.txt"")             == ""/ad",yes,90
naive,19,"st_request_context():         assert flask.render_template(""nested/nested.txt"") == ""I'm nested""   de",yes,90
naive,20,"static_folder=""static""     )     app.register_blueprint(blueprint)      with app.test_request_contex",no,90
naive,21,"app.jinja_env.list_templates())     assert templates == [""admin/index.html"", ""frontend/index.html""] ",no,90
naive,22,"   def test_dotted_names_from_app(app, client):     test = flask.Blueprint(""test"", __name__)      @a",no,90
naive,23,"est/""   def test_empty_url_defaults(app, client):     bp = flask.Blueprint(""bp"", __name__)      @bp.",yes,90
naive,24,"te_decorator_custom_endpoint(app, client):     bp = flask.Blueprint(""bp"", __name__)      @bp.route(""",yes,90
naive,25,".endpoint      @bp.route(""/bar/foo"")     def bar_foo():         return flask.request.endpoint      a",yes,90
naive,26,"ata == b""bp.bar""     assert client.get(""/py/bar/123"").data == b""bp.123""     assert client.get(""/py/b",no,90
naive,27,"ValueError):         bp.add_url_rule(""/"", endpoint=""a.b"")      def view():         return """"      vi",yes,90
naive,28,".Blueprint(""bp"", __name__)      @bp.endpoint(""bar"")     def foobar():         return flask.request.e",no,90
naive,29,bp.app_template_filter()     def my_reverse(s):         return s[::-1]      @bp.app_template_filter ,yes,90
naive,30,"turn s[::-1]      app.register_blueprint(bp, url_prefix=""/py"")     assert ""my_reverse"" in app.jinja_",yes,90
naive,31,"""] == my_reverse_2     assert app.jinja_env.filters[""my_reverse_2""](""abcd"") == ""dcba""      assert ""m",yes,90
naive,32,""" in app.jinja_env.filters.keys()     assert app.jinja_env.filters[""my_reverse_custom_name_4""] == my",yes,90
naive,33,"reverse)     app.register_blueprint(bp, url_prefix=""/py"")     assert ""my_reverse"" in app.jinja_env.f",yes,90
naive,34,"er(""strrev"")     def my_reverse(s):         return s[::-1]      app.register_blueprint(bp, url_prefi",yes,90
naive,35,"(""bp"", __name__)      def my_reverse(s):         return s[::-1]      bp.add_app_template_filter(my_r",yes,90
naive,36,"mplate_filter_with_template(app, client):     bp = flask.Blueprint(""bp"", __name__)      @bp.app_temp",yes,90
naive,37,")     assert rv.data == b""dcba""   def test_template_filter_after_route_with_template(app, client):  ",yes,90
naive,38,"_blueprint(bp, url_prefix=""/py"")     rv = client.get(""/"")     assert rv.data == b""dcba""   def test_a",yes,90
naive,39,"""/"")     def index():         return flask.render_template(""template_filter.html"", value=""abcd"")    ",yes,90
naive,40,"     app.register_blueprint(bp, url_prefix=""/py"")      @app.route(""/"")     def index():         retu",yes,90
naive,41,":         return s[::-1]      bp.add_app_template_filter(my_reverse, ""super_reverse"")     app.regist",yes,90
naive,42,"Blueprint(""bp"", __name__)      @bp.app_template_test()     def is_boolean(value):         return isi",yes,90
naive,43,"te_test(name=""my_boolean_custom_name_2"")     def boolean_4(value):         return isinstance(value, ",yes,90
naive,44,"p.jinja_env.tests.keys()     assert app.jinja_env.tests[""boolean_2""] == boolean_2     assert app.jin",yes,90
naive,45,"boolean_custom_name_2"" in app.jinja_env.tests.keys()     assert app.jinja_env.tests[""my_boolean_cust",yes,90
naive,46,"template_test(is_boolean)     app.register_blueprint(bp, url_prefix=""/py"")     assert ""is_boolean"" i",no,90
naive,47,"boolean"")     def is_boolean(value):         return isinstance(value, bool)      app.register_bluepr",no,90
naive,48,"t(""bp"", __name__)      def is_boolean(value):         return isinstance(value, bool)      bp.add_app",no,90
naive,49,"est_template_test_with_template(app, client):     bp = flask.Blueprint(""bp"", __name__)      @bp.app_",yes,90
naive,50,"lient.get(""/"")     assert b""Success!"" in rv.data   def test_template_test_after_route_with_template(",yes,90
naive,51," bool)      app.register_blueprint(bp, url_prefix=""/py"")     rv = client.get(""/"")     assert b""Succe",yes,90
naive,52,"l_prefix=""/py"")      @app.route(""/"")     def index():         return flask.render_template(""template",yes,90
naive,53,"e):         return isinstance(value, bool)      app.register_blueprint(bp, url_prefix=""/py"")      @a",no,90
naive,54,"int(""bp"", __name__)      def is_boolean(value):         return isinstance(value, bool)      bp.add_a",yes,90
naive,55," rv.data   def test_context_processing(app, client):     answer_bp = flask.Blueprint(""answer_bp"", __",yes,90
naive,56,lobal context processor     @answer_bp.app_context_processor     def not_answer_context_processor():,yes,90
naive,57,"ge():         return template_string()      @app.route(""/"")     def app_page():         return templ",yes,90
naive,58," assert b""42"" in answer_page_bytes     assert b""43"" in answer_page_bytes   def test_template_global(",yes,90
naive,59,"ame_2"")     def get_stuff_2():         return ""get_stuff_2""      @bp.app_template_global(name=""my_ge",yes,90
